card,store,quantity,value
reliquary tower,Geex Hobby Store,2,3.99
reliquary tower,Geex Hobby Store,1,19.99
reliquary tower,Geex Hobby Store,1,3.99
reliquary tower,Toca do Quati,4,19.00
reliquary tower,Medieval Cards,13,15.20
reliquary tower,Medieval Cards,1,18.00
reliquary tower,Magicbembarato,4,13.81
reliquary tower,Magicbembarato,4,10.49
reliquary tower,Magicbembarato,4,10.77
reliquary tower,Magicbembarato,4,13.64
reliquary tower,Magicbembarato,4,12.67
reliquary tower,Magicbembarato,4,10.49
reliquary tower,Magicbembarato,2,25.29
reliquary tower,Chuck TCG,2,17.00
fellwar stone,Arena Hobby Store,3,3.00
reliquary tower,SpellCast,1,15.98
"niv-mizzet, parun",City Class Games,24,9.75
"niv-mizzet, parun",City Class Games,2,9.75
"niv-mizzet, parun",City Class Games,1,9.75
"niv-mizzet, parun",City Class Games,1,49.99
"niv-mizzet, parun",City Class Games,1,49.99
reliquary tower,Loja Grimorium,7,7.99
reliquary tower,Loja Grimorium,6,7.99
reliquary tower,Loja Grimorium,5,13.50
reliquary tower,Loja Grimorium,2,8.99
reliquary tower,Loja Grimorium,2,14.99
reliquary tower,Loja Grimorium,2,8.99
reliquary tower,Loja Grimorium,1,10.50
reliquary tower,Loja Grimorium,1,9.99
reliquary tower,VAULT,1,13.02
reliquary tower,VAULT,1,6.50
reliquary tower,VAULT,1,12.50
reliquary tower,VAULT,1,7.50
reliquary tower,Tokenlandia Cards,1,12.00
reliquary tower,Flow Games,1,14.55
reliquary tower,CL TCG,4,11.75
reliquary tower,MTG Cards Games,3,11.95
reliquary tower,Lets Collect,9,6.26
reliquary tower,Lets Collect,7,6.26
reliquary tower,Lets Collect,5,11.66
reliquary tower,Konklave FunStore,3,20.83
reliquary tower,Konklave FunStore,1,8.08
reliquary tower,Konklave FunStore,4,8.08
reliquary tower,Konklave FunStore,4,8.08
reliquary tower,Load or Cast,1,11.50
reliquary tower,Treasure Cards,8,11.00
reliquary tower,RED Jogos,17,11.00
"niv-mizzet, parun",Loja Grimorium,2,12.99
"niv-mizzet, parun",Loja Grimorium,1,44.99
"niv-mizzet, parun",TCGeeK,2,37.50
