card,store,quantity,value
Inspiring Statuary,Refúgio do Dragão,1,1.02
Inspiring Statuary,MTG Caxias Cards,3,1.49
Sailor of Means,Magicbembarato,6,0.16
Sailor of Means,Magicbembarato,6,0.13
Sailor of Means,Magicbembarato,1,1.07
Sailor of Means,Konklave FunStore,3,2.00
Sailor of Means,Konklave FunStore,4,0.50
Sailor of Means,Konklave FunStore,4,0.50
Sailor of Means,City Class Games,26,0.50
Sailor of Means,City Class Games,4,0.75
Sailor of Means,City Class Games,1,1.00
Sailor of Means,Ilusões Industriais,1,1.00
Sailor of Means,Ilusões Industriais,19,0.50
Sailor of Means,Magic Leste,1,0.99
Sailor of Means,Magic Leste,34,0.14
Sailor of Means,Magic Leste,43,0.14
Sailor of Means,Portal,26,0.25
Sailor of Means,Portal,12,0.25
Sailor of Means,Portal,1,1.00
Sailor of Means,RED Jogos,2,1.00
Sailor of Means,Newstation,8,0.50
Sailor of Means,Newstation,8,0.50
Sailor of Means,Newstation,2,1.00
Sailor of Means,Pi Games,22,0.25
Sailor of Means,Pi Games,2,0.99
Sailor of Means,Bazar de Bagdá,13,0.49
Sailor of Means,Bazar de Bagdá,13,0.49
Sailor of Means,Bazar de Bagdá,12,0.49
Sailor of Means,Bazar de Bagdá,1,0.99
Sailor of Means,Shandalar,1,0.90
Sailor of Means,Shandalar,1,0.25
Sailor of Means,Nerdz Cards,35,0.25
Sailor of Means,Nerdz Cards,17,0.25
Sailor of Means,Nerdz Cards,2,0.75
Sailor of Means,AnimeToys Sorocaba,31,0.45
Sailor of Means,AnimeToys Sorocaba,11,0.45
Sailor of Means,AnimeToys Sorocaba,5,0.75
Sailor of Means,AnimeToys Sorocaba,2,0.75
Sailor of Means,Magic Club,41,0.20
Sailor of Means,Magic Club,9,0.20
Sailor of Means,Magic Club,1,0.80
Sailor of Means,Toca do Quati,25,0.60
Sailor of Means,Toca do Quati,5,0.50
Sailor of Means,Skull Games,4,0.25
Sailor of Means,Skull Games,3,0.20
Sailor of Means,Skull Games,1,0.75
Sailor of Means,A Taverna,27,0.16
Sailor of Means,A Taverna,16,0.20
Sailor of Means,A Taverna,1,0.80
Sailor of Means,Treasure Cards,22,0.05
Sailor of Means,Treasure Cards,7,0.09
Sailor of Means,Treasure Cards,1,0.05
Sailor of Means,Treasure Cards,1,0.63
Sailor of Means,Treasure Cards,1,0.63
Sailor of Means,Load or Cast,1,0.65
Sailor of Means,Load or Cast,11,0.20
Sailor of Means,Mineral Games,1,0.50
Sailor of Means,Mineral Games,25,0.20
Sailor of Means,Mineral Games,23,0.20
Sailor of Means,Legion Board & Card Games,26,0.20
Sailor of Means,Legion Board & Card Games,25,0.10
Sailor of Means,Legion Board & Card Games,2,0.60
Sailor of Means,Armada Nerd Hobby Store,16,0.50
Sailor of Means,Armada Nerd Hobby Store,12,0.50
Sailor of Means,Meruru,16,0.55
Sailor of Means,Meruru,14,0.55
Sailor of Means,Meruru,2,0.55
Sailor of Means,Loja Drop1,36,0.10
Sailor of Means,Loja Drop1,31,0.10
Sailor of Means,Loja Drop1,1,0.50
Spell Swindle,Magicbembarato,6,3.27
Spell Swindle,Magicbembarato,4,17.77
Sailor of Means,Panteão Games,82,0.50
Sailor of Means,Panteão Games,162,0.50
Spell Swindle,VAULT,2,12.50
Spell Swindle,VAULT,1,11.00
Spell Swindle,VAULT,1,2.50
Spell Swindle,Magic Club,2,11.99
Spell Swindle,Magic Club,1,2.75
Sailor of Means,Tokenlandia Cards,8,0.50
Sailor of Means,Magic Store Brasil,29,0.50
Spell Swindle,Epic Game,1,3.90
Spell Swindle,Epic Game,1,12.90
Spell Swindle,Epic Game,1,12.90
Spell Swindle,Cards Of Paradise,1,9.75
Spell Swindle,Cards Store,1,12.00
Spell Swindle,Legends Game Store,1,10.58
Spell Swindle,Legends Game Store,1,4.04
Spell Swindle,Medieval Cards,1,9.50
Spell Swindle,Medieval Cards,1,3.33
